image_path,pitch,yaw
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_119.jpg,-0.01099887093545306,-0.11490460493461914
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_12.jpg,0.03446379119450066,0.14651347978561577
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_120.jpg,0.12709640445686973,0.11395045071570675
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_121.jpg,-0.01725185106901022,-0.11959854108374585
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_122.jpg,0.07391962418173476,0.04766831287826041
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_123.jpg,-0.02433244372420902,-0.08924919282343298
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_124.jpg,-0.009060909728102882,-0.12118579814607817
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_125.jpg,-0.016864451673985793,-0.12918616871473737
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_126.jpg,-0.0004888698069215538,-0.08357543310941543
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_127.jpg,-0.04785397441629463,-0.1400465096387287
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_128.jpg,-0.10545230752318616,-0.1565609296150883
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_129.jpg,-0.08768357425778799,-0.19580363485223698
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_13.jpg,-0.14720147004628267,-0.127419675317573
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_130.jpg,-0.12407461181457598,-0.17491476224794034
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_131.jpg,-0.06815556744470294,-0.2041430657493974
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_132.jpg,-0.07457863974263809,-0.23884251670299145
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_133.jpg,-0.1014149993145355,-0.21882249670469248
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_134.jpg,-0.08561269582722776,-0.23143206327201132
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_135.jpg,-0.09703632634612194,-0.18824720469323086
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_136.jpg,-0.09436981060632663,-0.23908173934713697
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_137.jpg,-0.0913027026778218,-0.23437984207042142
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_138.jpg,-0.09561038798374522,-0.1665049418505687
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_139.jpg,-0.0742196090869037,-0.2305867694879765
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_14.jpg,0.055488088365170045,0.20097542222523362
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_140.jpg,0.09560208246264648,0.12782259932215803
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_141.jpg,-0.10379003837104346,-0.18892469211291846
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_142.jpg,-0.11674268957605186,-0.17134562329120365
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_143.jpg,-0.005772615922844024,-0.09669573518181691
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_144.jpg,-0.06252796599671015,-0.11942735158344245
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_145.jpg,-0.035246312971261164,-0.09536522558508173
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_146.jpg,-0.003608129162062925,-0.0506773013606887
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_147.jpg,-0.03877310897013747,-0.1219807752890489
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_148.jpg,-0.07806314003837901,-0.12000380640870846
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_149.jpg,-0.025160656907905064,-0.09076384453538608
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_15.jpg,-0.05401681629336479,0.0022382922344274555
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_150.jpg,0.05713710755332574,-0.00827227289606569
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_151.jpg,-0.02738355887667762,-0.09076650470812682
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_152.jpg,-0.09385101455465397,-0.12471835728433445
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_153.jpg,-0.09805755080467078,-0.09073136815599778
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_154.jpg,-0.04306556261111174,-0.041732155557931944
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_155.jpg,-0.023345006021910263,-0.03002871670688795
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_156.jpg,-0.088921899846866,-0.17263363297475942
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_157.jpg,-0.0910351016232725,-0.18346515213637762
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_158.jpg,-0.07728418422152684,-0.22451734233992648
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_159.jpg,-0.07062498642737197,-0.2263927323013753
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_16.jpg,0.047226766283755904,0.15520729610039966
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_160.jpg,0.09693270103860369,0.06848959240750047
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_161.jpg,-0.09384739583078609,-0.12286930601047916
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_162.jpg,-0.06738489083337823,-0.21939518492332094
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_163.jpg,-0.05935661250447105,-0.09913806338188577
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_164.jpg,-0.09663065531233293,-0.2007453493134038
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_165.jpg,-0.03139108080875599,-0.06899331508256114
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_166.jpg,-0.07922132989036222,-0.13225372451578266
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_167.jpg,-0.03431002925921094,-0.037851537304591086
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_168.jpg,-0.0719655640361684,-0.12727632196679475
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_169.jpg,-0.08432512174124154,-0.10789089068415472
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_17.jpg,-0.12881810490847048,-0.23651472346612684
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_170.jpg,-0.10559360222369914,-0.19031937041450517
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_171.jpg,-0.009001525993954974,-0.024081684970872826
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_172.jpg,-0.07823444385212769,-0.11847764681618705
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_173.jpg,-0.07846561858010391,-0.09175815658674177
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_174.jpg,-0.034919359560951824,-0.06986544959851909
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_175.jpg,-0.07842074531847493,-0.08936950859033417
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_176.jpg,-0.08296891937596707,-0.21915038713017948
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_177.jpg,-0.08377176073139117,-0.09024620218016949
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_178.jpg,-0.1111111465858918,-0.1313470461692147
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_179.jpg,-0.06773586776705307,-0.07019175907908975
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_18.jpg,0.11324382628861099,0.14965221535932668
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_180.jpg,0.09800448691286875,0.10808300363443958
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_181.jpg,-0.07674008203377113,-0.09528029056113459
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_182.jpg,-0.07947829984049093,-0.10701699567999694
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_183.jpg,-0.09021613931472545,-0.14406236870445208
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_184.jpg,-0.0939817522242384,-0.21408402597989015
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_185.jpg,-0.050017848577103334,-0.054199126204079184
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_186.jpg,-0.12132562570576227,-0.10546153966250288
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_187.jpg,-0.08343918522319081,-0.14409560646238032
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_188.jpg,-0.09201998929639764,-0.1523753376434824
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_189.jpg,-0.06400471945746906,-0.13425357789371906
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_19.jpg,-0.1438327457860289,-0.23235766645377115
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_190.jpg,-0.08207971121104943,-0.2543608753873621
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_191.jpg,-0.07343287710096641,-0.08334435367758158
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_192.jpg,-0.04010884011372423,-0.038746706564499085
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_193.jpg,-0.051952345694193214,-0.07604140656556037
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_194.jpg,-0.08043141311140037,-0.13146171184866376
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_195.jpg,-0.08504825701156256,-0.08837481916753816
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_196.jpg,0.0022613889173661098,-0.015668704214107133
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_197.jpg,0.010691578085109487,0.02088192513910097
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_198.jpg,-0.08114054532982747,-0.11289693738172092
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_199.jpg,-0.002388867662026014,-0.023844899982916598
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_2.jpg,-0.017987531340700122,-0.01211264348269838
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_20.jpg,-0.049368014423443116,0.04508086877175953
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_200.jpg,-0.017304414121295825,-0.0073981946964101096
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_201.jpg,-0.05793921316758402,-0.08976123010227859
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_202.jpg,-0.08307109695400818,-0.11287444261407294
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_203.jpg,-0.059902374409526137,-0.04592536214763528
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_204.jpg,-0.10699196001627974,-0.16143145133567238
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_205.jpg,-0.024116637688853856,-0.037144994813886986
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_21.jpg,-0.11509975436713314,-0.16866065269766514
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_22.jpg,0.031087884944114855,0.04173499672553141
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_23.jpg,-0.12190804724708985,-0.11409687883223768
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_24.jpg,-0.12261094740830827,-0.17516007458358746
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_25.jpg,-0.13103476797608096,-0.044077424695925536
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_26.jpg,-0.13655218424564533,0.03834735338001247
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_27.jpg,-0.131581543617036,-0.07613958592414204
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_28.jpg,-0.10863568867107475,0.026110711380925584
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_29.jpg,-0.149106738242584,-0.0716643091364602
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_3.jpg,0.011628200503740157,0.036432886782870204
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_30.jpg,-0.02033169507354311,0.06495585124731698
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_31.jpg,-0.10112588476813805,-0.07672524621669587
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_32.jpg,-0.06638633707742898,0.0753080521335106
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_33.jpg,-0.128564663277704,-0.045359791258892446
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_34.jpg,-0.059791074892846394,0.07319817585676136
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_35.jpg,-0.12166063154708157,-0.1039383327112836
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_36.jpg,-0.12117193700066443,-0.06820027110608023
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_37.jpg,-0.06538337008829827,0.03504193541253575
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_38.jpg,-0.13871505505222223,-0.12804158425353426
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_39.jpg,-0.09671050480985288,0.014456002662608394
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_4.jpg,-0.06696402738016176,-0.08075333882159502
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_40.jpg,-0.12850175095967253,-0.12184256300718478
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_41.jpg,-0.1431680106304211,-0.06341892514357973
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_42.jpg,-0.09636972971913903,-0.0043973043255748495
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_43.jpg,-0.06833620474875822,0.07297676924151796
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_44.jpg,-0.17415655465794155,-0.05605828460669605
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_45.jpg,-0.05730298687296406,0.07346938841982587
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_46.jpg,-0.11798068648329886,-0.033494123382006906
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_47.jpg,-0.07889828125532498,0.05340324627776455
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_48.jpg,-0.12047998036413114,-0.07057331428518798
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_49.jpg,-0.06101247413360194,0.05311690723103247
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_5.jpg,-0.07853604526687019,-0.06049492719796106
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_50.jpg,-0.033604461405059634,0.06651478248362935
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_51.jpg,-0.13834493007934143,-0.015995576093221314
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_52.jpg,-0.10931216548408171,-0.06841014773225992
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_53.jpg,-0.0793332243139664,-0.10248842703813796
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_54.jpg,-0.05843777558941553,-0.03019083583549416
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_55.jpg,-0.06966970272201031,-0.04099731191280284
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_56.jpg,-0.12180256432627044,-0.10486511972684791
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_57.jpg,-0.05689314331375183,-0.13657262997933517
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_58.jpg,-0.07580287809139899,-0.06541425438548391
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_59.jpg,-0.06710201607721555,-0.10272811890835855
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_6.jpg,-0.09876836598582237,-0.05373281396287627
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_60.jpg,-0.05195322249188133,-0.14460955050294053
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_61.jpg,-0.06734127991666994,-0.12859026027393852
C:\Users\Lenovo\Downloads\GazeTrack\001_woman_24_Master_manchu_myopia_161\10\ProcessedFrames\frame_62.jpg,0.04022084262707844,0.13404417131981897
